gene	relation_count	metabolites	search_status	search_hit_count	abstracts_manually_reviewed	functional_status	exact_metabolite_mechanism	cell_source_status	cptac_status	work_group	next_evidence
SLC7A5	3	glutamine;leucine;tryptophan	DONE	12	1	REVIEW_PARTIAL	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC7A6	3	glutamine;leucine;lysine	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC7A8	3	glutamine;leucine;tryptophan	DONE	5	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLC7A9	2	leucine;lysine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SLCO3A1	1	tryptophan	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
SORD	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TDO2	1	tryptophan	DONE	2	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TIPARP	1	nicotinamide adenine dinucleotide (NAD+)	DONE	3	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TK1	1	thymidine	DONE	6	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TK2	2	2'-deoxycytidine 5'-monophosphate;thymidine	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TMEM86A	1	glycerophosphorylcholine (GPC)	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TMEM86B	1	glycerophosphorylcholine (GPC)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TPH2	1	tryptophan	DONE	6	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
TYMP	2	thymidine;thymine	DONE	9	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	HISTORICAL_SUMMARY_NEEDS_REVIEW	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
UGDH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	1	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
WARS1	1	tryptophan	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
WARS2	1	tryptophan	DONE	0	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
XDH	1	nicotinamide adenine dinucleotide (NAD+)	DONE	9	0	LOCATED_NOT_ADJUDICATED	NOT_ESTABLISHED	NOT_RUN_FULL_G_EXPANSION	NOT_RUN_FULL_G_EXPANSION	DESIGN_AND_EVIDENCE_REVIEW_PENDING	Adjudicate located literature;complete tumor associations
