cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	mapping_version	metabolite_effect	metabolite_p	metabolite_q	metabolite_n	metabolite_source_run	association_rho	association_p	association_q	association_n	association_source_run	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_source_run	sc_source_run	metabolite_evidence	patient_association_evidence	RNA_background	cell_background	data_limitations	next_action	status	reason	metabolite_name	mapping_status	association_available_rho	association_available_p	association_available_q	association_available_n	historical_RNA_Wilcoxon_p	historical_RNA_Wilcoxon_q	historical_RNA_source_run
PDAC	CAMP_PDAC_GSE62452	201eff56984aca9d	KEGG:C00026	UniProtKB:Q12797	ASPH	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1030812199116074	0.6483	0.8594007490636704	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.1048951048951049	0.7438	0.9857459627329194	12	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	c8842795159ae200	KEGG:C00026	UniProtKB:P54687	BCAT1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.277632085628596	0.2177	0.6625652173913044	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.3986013986013986	0.1926	0.8519307692307692	12	0.0009765625	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	ea2f3a97f94a0e19	KEGG:C00026	UniProtKB:Q9GZT9	EGLN1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1642427437258278	0.4756	0.7765116279069767	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.1328671328671329	0.6775	0.9857459627329194	12	0.4130859375	0.5368121603260869	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	03b1bcb49aedf0a5	KEGG:C00026	UniProtKB:Q96KS0	EGLN2	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.3978935088588047	0.0772	0.41569230769230775	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.2727272727272727	0.3941	0.9325490445859873	12	0.013671875	0.0687426985981308	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1ce7caa16cfa38c2	KEGG:C00026	UniProtKB:Q9H6Z9	EGLN3	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2590774660445066	0.2448	0.6977235772357724	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.2657342657342658	0.3994	0.9325490445859873	12	0.0673828125	0.170196963028169	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	6f1e16f00257e0d4	KEGG:C00026	UniProtKB:Q9C0B1	FTO	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1051428443098395	0.6519	0.8594007490636704	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0	1.0	1.0	12	0.0322265625	0.1111403245192307	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	c9d11232e8654ad1	KEGG:C00026	UniProtKB:Q9NWT6	HIF1AN	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1312567533541134	0.5653	0.8325000000000001	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.0979020979020979	0.765	0.9857459627329194	12	0.9658203125	0.989735863095238	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	3af2a0cd10303e86	KEGG:C00026	UniProtKB:O43593	HR	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0742184783363573	0.7456	0.8843412162162162	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0839160839160839	0.8026	0.9857459627329194	12	0.0009765625	0.0437825520833333	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1a02cf261ccd9e2f	KEGG:C00026	UniProtKB:Q9H9V9	JMJD4	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2900018320179889	0.1996	0.6312612612612613	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.6013986013986015	0.0401	0.39183428571428564	12	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	148b8fbfafd2e406	KEGG:C00026	UniProtKB:Q6NYC1	JMJD6	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0590998994159882	0.7949	0.9090879478827361	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0349650349650349	0.9229	0.9857459627329194	12	0.4130859375	0.5368121603260869	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1cbb351b9cac537b	KEGG:C00026	UniProtKB:P0C870	JMJD7	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.221968226876328	0.3231	0.7209593023255814	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.2727272727272727	0.3894	0.9325490445859873	12	0.123046875	0.239852241847826	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1fdfec6c95811f5e	KEGG:C00026	UniProtKB:O60341	KDM1A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.4851689417172989	0.0311	0.26416666666666666	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.3356643356643357	0.2892	0.9325490445859873	12	0.0185546875	0.0786017470472441	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	2966aa76885e5f4e	KEGG:C00026	UniProtKB:Q9Y2K7	KDM2A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2460205115223697	0.2773	0.7209593023255814	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.1468531468531468	0.6516	0.9857459627329194	12	0.0048828125	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	5077fea37103580e	KEGG:C00026	UniProtKB:Q8NHM5	KDM2B	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2288403082037685	0.3191	0.7209593023255814	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0	1.0	1.0	12	0.8310546875	0.8996125188631791	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	906413ebd38f2f30	KEGG:C00026	UniProtKB:Q9Y4C1	KDM3A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.0061848731946964	0.9799	0.9903591954022988	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.2097902097902098	0.5114	0.9623806451612902	12	0.013671875	0.0687426985981308	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	1a7a4dc1e8bd0264	KEGG:C00026	UniProtKB:Q7LBC6	KDM3B	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.2453333033896256	0.2758	0.7209593023255814	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.2237762237762237	0.488	0.9485186440677966	12	0.1748046875	0.2920649747670807	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	01c2c6769322f8de	KEGG:C00026	UniProtKB:O75164	KDM4A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0089337057256726	0.9671	0.9891836734693878	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.0699300699300699	0.8345	0.9857459627329194	12	0.1015625	0.2117853682170542	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	cfd508f90f497e37	KEGG:C00026	UniProtKB:O94953	KDM4B	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.2467077196551137	0.2807	0.7209593023255814	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0209790209790209	0.9572	0.9920072727272728	12	0.009765625	0.0577352335164835	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	2f84eb2d8ae54211	KEGG:C00026	UniProtKB:Q9H3R0	KDM4C	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1566834542656432	0.4879	0.789391891891892	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.1328671328671329	0.6918	0.9857459627329194	12	0.4130859375	0.5368121603260869	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b3cb16cf5fbe6f42	KEGG:C00026	UniProtKB:Q6B0I6	KDM4D	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.0515406099558037	0.8274	0.9222611464968153	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.2237762237762237	0.4853	0.9485186440677966	12	0.1748046875	0.2920649747670807	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	84ed2274039a236c	KEGG:C00026	UniProtKB:B2RXH2	KDM4E	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	NA	NA	NA	0	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_EVALUABLE	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	NA	NA	NA	0	NA	NA	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	91b6122e2d6577b0	KEGG:C00026	UniProtKB:A0A1W2PPD8	KDM4F	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	NA	NA	NA	0	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_EVALUABLE	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	NA	NA	NA	0	NA	NA	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	8e25669fb4251510	KEGG:C00026	UniProtKB:P29375	KDM5A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.0377964473009227	0.8683	0.9469565217391305	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.1398601398601399	0.6658	0.9857459627329194	12	0.0244140625	0.0931543661347517	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	0eca70fed66535a1	KEGG:C00026	UniProtKB:Q9UGL1	KDM5B	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1415648753452741	0.5376	0.8110344827586207	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	-0.0349650349650349	0.9199	0.9857459627329194	12	0.0029296875	0.047762784090909	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	b5dcfd0a6255182a	KEGG:C00026	UniProtKB:P41229	KDM5C	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1690532006550361	0.4574	0.7696634615384615	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.3496503496503497	0.2635	0.9325490445859873	12	0.1474609375	0.2671177925084175	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	f7cd0fea01943385	KEGG:C00026	UniProtKB:Q9BY66	KDM5D	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	0.1917310690355898	0.4035	0.7551025641025642	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.0629370629370629	0.855	0.9857459627329194	12	0.8310546875	0.8996125188631791	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	5f711de40ff52c02	KEGG:C00026	UniProtKB:O15550	KDM6A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1869206121063814	0.4114	0.7551025641025642	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.1748251748251748	0.5881	0.9857459627329194	12	0.0673828125	0.170196963028169	20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	0519a3d60b56d257	KEGG:C00026	UniProtKB:O15054	KDM6B	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T112500Z_sop_v3_discovery	-0.1264462964249051	0.5797	0.8386983471074381	21	20260922T112700Z_sop_v3_patient	NA	NA	NA	NA	20260922T112700Z_sop_v3_patient	20260922T112800Z_sop_v3_source	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	ACCESS_BLOCKED_PAIRED_T_PENDING	ACCESS_BLOCKED_CELLWISE_SOURCE_PENDING	same_cohort_postselection;aliquot_level_unverified;conditional_relations_separate;new_RNA_and_SC_pending	Complete SOP paired RNA and cell-source background;no significance gate	PARTIAL	Reused patient association;new q;RNA/sc not filled from incompatible historical methods	alpha-ketoglutarate	CONDITIONAL	0.1188811188811189	0.7131	0.9857459627329194	12	0.0419921875	0.1255099826388888	20260922T053500Z_internal_paired51_v2
