gene	module	kME	rank_in_module
EEF1AKMT2	black	0.418351670433086	180
ZC3H8	grey	NA	NA
SEPTIN6	grey	NA	NA
BAG4	grey	NA	NA
ANKS3	brown	0.446502863948902	281
LPAR2	grey	NA	NA
AP3M1	grey	NA	NA
C20orf96	turquoise	0.390195831567519	551
TMEM161A	grey	NA	NA
EVA1C	yellow	0.376545233433958	287
YARS2	green	0.405587207490981	267
EPN2	turquoise	0.421711871166809	486
TUBB3	grey	NA	NA
IFI44L	midnightblue	0.623615361546115	21
ORC3	blue	0.599183807613531	119
PRPS1	grey	NA	NA
ABHD16A	tan	0.486518042988299	72
METTL2B	grey	NA	NA
PLEKHA3	grey	NA	NA
ZNF397	grey	NA	NA
LENG1	turquoise	0.34090497976586	665
RRN3	brown	0.412761252226747	344
TTLL12	grey	NA	NA
TMEM150A	grey	NA	NA
IGHG3	red	0.557651277747948	95
ACOX3	grey	NA	NA
SLC30A7	grey	NA	NA
MICU1	blue	0.418056324518759	415
NECAP1	grey	NA	NA
DDX10	grey	NA	NA
MRPS27	grey	NA	NA
NCBP3	grey	NA	NA
KAT5	blue	0.299572693513033	601
RANBP3	blue	0.317212856833784	583
CRIM1	grey	NA	NA
UBLCP1	tan	0.335259204189158	133
MSH6	greenyellow	0.509709529733478	92
FBXO44	turquoise	0.318183292028431	706
GPATCH2L	grey	NA	NA
HMGXB3	turquoise	0.302850262787818	740
CSKMT	grey	NA	NA
KIF3A	turquoise	0.445135597346144	426
ARL4C	grey	NA	NA
DGAT2	salmon	0.444413312787558	92
DNM2	grey	NA	NA
PTHLH	grey	NA	NA
MIS18A	blue	0.518336610137247	231
PPP1R18	grey	NA	NA
WDFY2	grey	NA	NA
FXN	grey	NA	NA
DUSP6	brown	0.452796458744695	267
PPL	brown	0.456933588480182	257
MTRFR	grey	NA	NA
ANO1	turquoise	0.496711960110281	313
SCAF4	yellow	0.5330561690465	148
KIFBP	black	0.586706916464478	52
CNOT1	lightcyan	0.428405048768271	18
MRPL38	tan	0.361335194421873	123
MAP2K2	grey	NA	NA
FBXO28	grey	NA	NA
CD68	salmon	0.442914136396748	93
POLDIP3	grey	NA	NA
CORO1C	grey	NA	NA
RALGAPB	turquoise	0.435108672220797	446
SDCBP2	pink	0.387108467435546	185
ZZZ3	grey	NA	NA
UBXN11	grey	NA	NA
ZNF692	grey	NA	NA
MED15	grey	NA	NA
METTL15	brown	0.439668054344123	298
ORAI2	brown	0.319085289912747	442
MAIP1	grey	NA	NA
WIPF2	turquoise	0.318674218342855	705
DRG2	grey	NA	NA
PTGER3	brown	0.359161816512046	408
CENPH	greenyellow	0.529037277428623	82
TRPM4	brown	0.505588342381452	189
TRAF3IP3	green	0.433640661669503	251
CEP104	grey	NA	NA
STAG1	grey	NA	NA
GPR89A	magenta	0.573419648912395	59
GNS	turquoise	0.418606957855009	498
KIAA0232	yellow	0.52356041099941	154
VKORC1L1	grey	NA	NA
TOPORS	grey	NA	NA
FAM234A	pink	0.595063436383989	83
FDXR	grey	NA	NA
CFL2	midnightblue	0.444678437305625	37
FAHD2A	blue	0.343813941791683	550
SOCS2	pink	0.324454403766206	210
PIAS2	grey	NA	NA
MOAP1	grey	NA	NA
RABGGTA	grey	NA	NA
VPS26C	grey	NA	NA
BPNT1	grey	NA	NA
PNMA1	grey	NA	NA
BDH2	grey	NA	NA
KLC1	grey	NA	NA
DCK	magenta	0.53630647321682	75
TMEM68	black	0.386110366132647	201
SART1	grey	NA	NA
ITFG2	grey	NA	NA
RAB29	grey	NA	NA
TTLL4	salmon	0.415627563621577	101
TRMT61A	grey	NA	NA
MYSM1	brown	0.375838752202958	391
AP2A2	grey	NA	NA
MTERF2	brown	0.330991016595758	434
WRAP73	grey	NA	NA
COL18A1	grey	NA	NA
BRD10	grey	NA	NA
PRMT5	blue	0.424430288264308	401
ZMAT3	grey	NA	NA
FUZ	turquoise	0.560305921937991	229
CYLD	grey	NA	NA
USP5	grey	NA	NA
YAP1	grey	NA	NA
SYMPK	grey	NA	NA
CDCA8	greenyellow	0.612024619973118	45
CSPP1	turquoise	0.350945818897679	641
ATG13	grey	NA	NA
MEX3A	grey	NA	NA
TMEM135	brown	0.592585424691304	77
VAMP5	blue	0.41526993014728	422
UBE3C	brown	0.371529405350762	395
ULK3	grey	NA	NA
KIF21A	grey	NA	NA
COG5	grey	NA	NA
THAP1	grey	NA	NA
BPGM	red	0.377770847346699	206
C1orf50	grey	NA	NA
CCM2	greenyellow	0.45028912568535	122
NFATC3	grey	NA	NA
NACA2	pink	0.544608780138328	97
ENTPD5	turquoise	0.53829409604723	255
PPOX	turquoise	0.326187179194721	687
PREPL	brown	0.39397744437878	365
GCFC2	greenyellow	0.3994683120446	144
SLC25A22	tan	0.370353883571523	116
SCO1	grey	NA	NA
RNPC3	grey	NA	NA
ERVK3-1	magenta	0.463411190572808	124
TBCD	grey	NA	NA
CHERP	grey	NA	NA
TOM1	grey	NA	NA
TMEM216	grey	NA	NA
SYT7	brown	0.530317233647019	151
CEP290	grey	NA	NA
SDE2	yellow	0.499369872370364	180
CRYZL1	black	0.337870424693154	222
UNK	pink	0.609978865802628	72
TELO2	turquoise	0.385716338649031	566
ZNF791	yellow	0.493882243889823	189
SUSD4	grey	NA	NA
LNPK	grey	NA	NA
CLPX	grey	NA	NA
EXOC5	grey	NA	NA
TLNRD1	brown	0.397181229798517	362
TPP2	grey	NA	NA
ARHGAP18	grey	NA	NA
SEC23A	grey	NA	NA
PSMD5	grey	NA	NA
CEP43	turquoise	0.495739911174839	318
ZC3H6	brown	0.384932660291104	378
CHMP6	black	0.418668752485633	179
MBP	salmon	0.529771737914702	65
TRIM37	turquoise	0.537465558474015	256
MIPOL1	brown	0.418540562868921	333
KCTD20	brown	0.487823636747608	208
ELMOD2	magenta	0.519378938574299	88
LSG1	grey	NA	NA
CGNL1	brown	0.50647658647508	187
SESN3	grey	NA	NA
UBAP2	grey	NA	NA
HERPUD2	brown	0.358459795576336	410
SNAPC3	black	0.41372222331008	181
ARMC6	green	0.526139819008776	137
KANSL1	turquoise	0.426510159066298	472
RNF170	grey	NA	NA
ARHGAP45	turquoise	0.40290998341565	528
MTG2	turquoise	0.345952059307943	654
LSP1	grey	NA	NA
WASHC4	grey	NA	NA
IRX5	brown	0.604520729766238	63
SOCS6	grey	NA	NA
SHPRH	grey	NA	NA
CCP110	turquoise	0.49651456097671	315
HUS1	grey	NA	NA
GNAQ	grey	NA	NA
GEMIN8	grey	NA	NA
LRCH4	pink	0.4043148512584	176
STC1	turquoise	0.311168147971669	721
NIF3L1	blue	0.5445547752769	186
AGO3	grey	NA	NA
PBXIP1	brown	0.389430344441418	375
TP53	grey	NA	NA
MAP2K7	grey	NA	NA
EIF2B2	grey	NA	NA
POLR3E	grey	NA	NA
CLCA2	grey	NA	NA
NEBL	brown	0.362159458540526	404
TNFRSF18	turquoise	0.446438350892866	424
UBQLN4	grey	NA	NA
SORT1	cyan	0.44923552132659	41
USP53	brown	0.571728299453088	95
DIO2	cyan	0.342507853515556	53
SERTAD2	grey	NA	NA
ACSF2	turquoise	0.409857569606559	515
MSMB	magenta	0.477209458262485	112
HSD17B8	turquoise	0.385991385312575	563
PIAS4	grey	NA	NA
MRPS17	pink	0.701876650020624	39
MARK2	grey	NA	NA
LTBP4	turquoise	0.392011732767821	547
CHI3L2	grey	NA	NA
HSCB	grey	NA	NA
TMEM170A	blue	0.315636790617039	587
CHKA	blue	0.334987641180288	564
SENP2	grey	NA	NA
TRIM38	grey	NA	NA
NUP133	brown	0.483628604772475	217
RREB1	brown	0.430702638317263	311
SLC25A38	turquoise	0.308090135977752	726
MCMBP	greenyellow	0.416743607640848	140
SLC35A4	grey	NA	NA
FRMD4B	brown	0.389958029700877	374
GBP3	turquoise	0.307558678114618	730
ZFX	turquoise	0.476659469036005	366
COPG2	turquoise	0.312928329971739	715
PARVB	purple	0.476235038246359	112
DDX39B	yellow	0.443126675736759	237
DPH5	grey	NA	NA
ITPRIPL2	brown	0.470351264590839	232
MARVELD3	grey	NA	NA
MORC3	yellow	0.54920865431152	132
ALDH18A1	grey	NA	NA
DHFR	greenyellow	0.452527286909959	119
METTL13	grey	NA	NA
LINC-PINT	yellow	0.524027268751873	153
ECD	grey	NA	NA
FBXO6	grey	NA	NA
CHCHD6	grey	NA	NA
MFN1	grey	NA	NA
FBXL3	brown	0.418299849686454	334
UBQLN2	pink	0.383158804512671	188
CUL3	brown	0.448011975539726	275
CCNT2	brown	0.461290035426482	249
YTHDF3	grey	NA	NA
TBC1D10A	grey	NA	NA
PRKAG2	grey	NA	NA
ALKBH3	grey	NA	NA
SMPD2	grey	NA	NA
FRYL	brown	0.444725990368147	286
ASF1B	greenyellow	0.507392600511162	94
RDH13	brown	0.364378253447306	401
EFEMP2	grey	NA	NA
TRAPPC5	tan	0.575119412816462	41
RAI14	grey	NA	NA
ESYT2	yellow	0.531836077259376	151
COQ6	turquoise	0.378221221858513	583
NADK	grey	NA	NA
BOD1L1	grey	NA	NA
DDAH1	grey	NA	NA
TMEM39A	grey	NA	NA
SUPT7L	grey	NA	NA
SLC39A9	brown	0.395553700933956	364
BAG2	grey	NA	NA
TANC1	brown	0.486088820992279	212
YAE1	grey	NA	NA
PIGS	grey	NA	NA
AP1G1	cyan	0.400214415088387	48
SERPINA5	turquoise	0.492745177477764	327
MRPL39	blue	0.384880646605425	487
PTN	grey	NA	NA
HOXB7	grey	NA	NA
MRI1	brown	0.367877860998964	399
PTPN14	yellow	0.476554228819652	206
ATAD3A	green	0.613023041575329	64
DLST	grey	NA	NA
RRP9	green	0.44787773514194	237
TRMT61B	grey	NA	NA
ZNF37A	grey	NA	NA
PRPF4	grey	NA	NA
FEM1B	brown	0.583844149632195	83
AURKA	greenyellow	0.579282510665328	58
CETN3	magenta	0.517910903440133	89
DGKZ	grey	NA	NA
MSX2	turquoise	0.314332760720869	711
LRG1	turquoise	0.477229390509186	364
ELP6	grey	NA	NA
ZNF672	grey	NA	NA
NCOR2	turquoise	0.337681688455592	669
ROCK2	grey	NA	NA
ZNF544	grey	NA	NA
EPS15L1	turquoise	0.392873149300836	544
PPIL1	greenyellow	0.513027996711152	88
PHF23	grey	NA	NA
TEPSIN	red	0.453084467372576	163
TNFRSF10B	yellow	0.633467366719409	64
UBIAD1	turquoise	0.479099514767784	359
ABCF3	grey	NA	NA
CCDC127	black	0.40101244367105	189
TRIM8	yellow	0.46619691236628	217
MYO1E	grey	NA	NA
ENSG00000260805	grey	NA	NA
KITLG	turquoise	0.608291813474681	168
RUNDC1	turquoise	0.644806282941724	120
ASPM	greenyellow	0.612332679102002	44
SLC25A10	greenyellow	0.46126716155051	117
ZNF3	brown	0.342070204134044	425
CENPA	greenyellow	0.5886780732668	54
VPS13A	turquoise	0.315925285834034	709
RAB27A	pink	0.401924537141723	178
IFI44	midnightblue	0.615209262580757	22
MYO5C	brown	0.520769892297425	163
PIGBOS1	grey	NA	NA
EPHB4	grey	NA	NA
TNFAIP1	grey	NA	NA
HAUS2	greenyellow	0.395711052860231	146
PLPPR2	brown	0.549439380881547	121
NSDHL	blue	0.419265885945975	414
STXBP3	pink	0.439407471899325	158
LUZP1	grey	NA	NA
SLC5A3	yellow	0.495733799478027	186
ANKZF1	grey	NA	NA
MCM5	green	0.510923477517604	154
QRICH1	brown	0.430292239242415	314
FAR1	turquoise	0.525832459786088	280
MEF2A	grey	NA	NA
ARHGEF5	yellow	0.516414271400972	162
SPICE1	turquoise	0.467713243928257	388
ACBD5	grey	NA	NA
MOGS	grey	NA	NA
PAAF1	red	0.47215580203233	152
PRRG2	brown	0.455183742495988	261
CBLL1	grey	NA	NA
FBRS	yellow	0.344190108122773	296
RNASE4	turquoise	0.592170237844564	195
RNF41	grey	NA	NA
LINC00662	grey	NA	NA
RSAD1	turquoise	0.381899775137852	574
SGF29	turquoise	0.406372922665361	522
TBC1D16	brown	0.391406373088709	370
WDR73	grey	NA	NA
SLC7A2	turquoise	0.370585098026226	595
HCFC1	grey	NA	NA
IGHG4	turquoise	0.323591667288229	695
UBAC1	grey	NA	NA
AP1S2	grey	NA	NA
RTN2	turquoise	0.366787054014093	602
CSNK1G3	turquoise	0.437115429480621	442
TMEM175	turquoise	0.63695596029428	134
PPP6R2	turquoise	0.334565599402738	674
MBD2	grey	NA	NA
PRKAA2	brown	0.30913047265692	448
KDM5C	brown	0.48652876692084	210
TSPAN17	grey	NA	NA
MMEL1	turquoise	0.751431298292447	29
MIB1	grey	NA	NA
ACOT2	turquoise	0.443683179659242	430
MDFI	grey	NA	NA
CLK4	turquoise	0.428318676027303	465
LYSMD2	salmon	0.449777748042754	88
MSH2	blue	0.374878428693211	510
LIPA	grey	NA	NA
TRIM13	grey	NA	NA
PYCR3	grey	NA	NA
TMEM63B	grey	NA	NA
AGO2	grey	NA	NA
CDK7	magenta	0.442638036235559	132
PARP10	turquoise	0.428976244488473	464
APOC1	grey	NA	NA
SHLD2	magenta	0.435369203213685	136
SPACA9	tan	0.320530437875751	137
NEIL1	brown	0.635758157172869	47
CDC42BPA	grey	NA	NA
NPLOC4	pink	0.429123121466838	165
IGF1R	turquoise	0.769586414832818	21
INSIG2	grey	NA	NA
CHCHD4	blue	0.439841384439803	362
CDK11B	grey	NA	NA
TRIP13	greenyellow	0.75254896213959	16
SSH2	turquoise	0.350186811947462	643
MLLT6	turquoise	0.406089298793636	523
INTS1	grey	NA	NA
IFTAP	grey	NA	NA
HLA-DQA2	grey	NA	NA
RBFOX2	grey	NA	NA
UBE2W	pink	0.584870903898049	84
PDS5B	grey	NA	NA
RHPN1	turquoise	0.470421091120138	385
SURF6	grey	NA	NA
PRKAA1	grey	NA	NA
CTDSP2	grey	NA	NA
TBC1D15	magenta	0.347921946163296	166
TIMM29	grey	NA	NA
ERCC3	blue	0.385452916029176	485
FANCL	blue	0.380086640670063	496
KNSTRN	greenyellow	0.674743758141893	31
MED16	brown	0.335969193752241	431
CSTF1	black	0.522029099646715	94
SORL1	brown	0.604239222697616	64
SEC24C	grey	NA	NA
NSF	magenta	0.51984045810831	87
TAFAZZIN	grey	NA	NA
TMEM267	turquoise	0.384951374638024	568
ENDOD1	grey	NA	NA
SGCE	grey	NA	NA
IKBIP	grey	NA	NA
RHBDD3	grey	NA	NA
SIPA1L3	brown	0.519369380328097	166
INTS14	black	0.407953893353252	185
POLR3C	grey	NA	NA
PDK3	grey	NA	NA
RARG	grey	NA	NA
SLC31A2	turquoise	0.437885628395236	441
HMGCR	brown	0.468692011750226	236
R3HDM2	turquoise	0.354384464978228	632
CASP8AP2	greenyellow	0.445504904093438	124
INTS8	grey	NA	NA
TXLNA	grey	NA	NA
CAAP1	grey	NA	NA
ATG4D	grey	NA	NA
RPP25	salmon	0.365520051610153	113
DIS3	grey	NA	NA
CMTR2	grey	NA	NA
INPP5K	grey	NA	NA
CEP89	grey	NA	NA
PURB	grey	NA	NA
GAK	turquoise	0.41886437851359	497
NUBP1	grey	NA	NA
FHL3	green	0.382510580564738	283
SNHG10	grey	NA	NA
WASHC1	magenta	0.386017297871353	161
ZFC3H1	turquoise	0.431444334300079	456
ATAD3B	grey	NA	NA
CXXC1	grey	NA	NA
CDC34	brown	0.453017083619235	265
CALB2	grey	NA	NA
KIF1C	grey	NA	NA
RLIG1	grey	NA	NA
DNALI1	turquoise	0.667832883845039	90
DIAPH1	grey	NA	NA
ERF	yellow	0.433122380985877	248
ENSG00000280649	grey	NA	NA
TIPIN	grey	NA	NA
KMT5C	grey	NA	NA
MED11	grey	NA	NA
QKI	grey	NA	NA
NUP93	blue	0.359804000197173	530
ARID1B	brown	0.464449132609811	246
PML	grey	NA	NA
LARP6	grey	NA	NA
BABAM2	pink	0.440235491460575	157
TOR2A	brown	0.376015867216901	390
PRPSAP2	grey	NA	NA
ATM	grey	NA	NA
RRAGC	grey	NA	NA
WDR24	turquoise	0.455287593211834	411
CBR4	turquoise	0.325710687077893	690
NBL1	pink	0.513537069886988	114
CUTALP	grey	NA	NA
ANKRD46	grey	NA	NA
SPG11	grey	NA	NA
AKAP17A	brown	0.412893616605044	342
PSEN1	brown	0.430594028879859	312
PRAG1	turquoise	0.351206345109144	638
UNC93B1	pink	0.382526490042163	191
PTP4A3	grey	NA	NA
CTCF	grey	NA	NA
DHX32	grey	NA	NA
MTAP	pink	0.598903833614458	77
UBR2	grey	NA	NA
CABIN1	grey	NA	NA
DBNDD1	tan	0.512380634483802	61
ITGB4	grey	NA	NA
DTX3L	grey	NA	NA
DPP8	grey	NA	NA
