gene	source	article_id	pmid	pmcid	doi	title	year	url	text_mentions_perturbation	text_mentions_metabolism	text_mentions_PDCA_model	evidence_status	intervention_direction	metabolite_or_flux_measured	rescue	opposing_result	reading_depth
PYCR1	MED	35371311	35371311	PMC8965111	10.7150/jca.61498	PYCR1: A Potential Prognostic Biomarker in Pancreatic Ductal Adenocarcinoma.	2022	https://europepmc.org/article/MED/35371311	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
PYCR1	MED	36119513	36119513	PMC9480090	10.3389/fonc.2022.985613	Survival and clinicopathological significance of PYCR1 expression in cancer: A meta-analysis.	2022	https://europepmc.org/article/MED/36119513	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
PYCR1	MED	38910148	38910148	PMC11194278	10.1038/s41392-024-01872-7	Engineered extracellular vesicles for targeted reprogramming of cancer-associated fibroblasts to potentiate therapy of pancreatic cancer.	2024	https://europepmc.org/article/MED/38910148	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
PYCR1	MED	39294443	39294443	PMC11447051	10.1038/s12276-024-01300-4	Crosstalk between FTH1 and PYCR1 dysregulates proline metabolism and mediates cell growth in KRAS-mutant pancreatic cancer cells.	2024	https://europepmc.org/article/MED/39294443	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
PYCR1	MED	40148571	40148571	PMC11958813	10.1038/s12276-025-01437-w	Author Correction: Crosstalk between FTH1 and PYCR1 dysregulates proline metabolism and mediates cell growth in KRAS-mutant pancreatic cancer cells.	2025	https://europepmc.org/article/MED/40148571	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
QDPR	MED	38642552	38642552		10.1016/j.cmet.2024.03.015	QDPR deficiency drives immune suppression in pancreatic cancer.	2024	https://europepmc.org/article/MED/38642552	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
RNLS	MED	38975343	38975343	PMC11225407	10.3389/fimmu.2024.1403752	Beta cells deficient for &lt;i&gt;Renalase&lt;/i&gt; counteract autoimmunity by shaping natural killer cell activity.	2024	https://europepmc.org/article/MED/38975343	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
RNLS	MED	39988068	39988068	PMC11981795	10.1016/j.molmet.2025.102115	Renalase inhibition defends against acute and chronic β cell stress by regulating cell metabolism.	2025	https://europepmc.org/article/MED/39988068	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
RNLS	PPR	PPR311119			10.1101/2021.04.12.439422	Renalase is a novel tissue and serological biomarker in pancreatic ductal adenocarcinoma	2021	https://europepmc.org/article/PPR/PPR311119	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
RNLS	PPR	PPR813748			10.1101/2024.02.29.582816	Beta Cells Deficient for  <i>Renalase</i>  Counteract Autoimmunity by Shaping Natural Killer Cell Activity	2024	https://europepmc.org/article/PPR/PPR813748	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
RNLS	PPR	PPR867612			10.1101/2024.06.11.598322	Renalase inhibition regulates β cell metabolism to defend against acute and chronic stress	2024	https://europepmc.org/article/PPR/PPR867612	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SAMHD1	MED	25329145	25329145	PMC4199548	10.1371/journal.pone.0107664	Antibody-validated proteins in inflamed islets of fulminant type 1 diabetes profiled by laser-capture microdissection followed by mass spectrometry.	2014	https://europepmc.org/article/MED/25329145	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SDR16C5	MED	32216644	32216644		10.1089/cmb.2019.0367	Bioinformatic Analysis Suggests That Three Hub Genes May Be a Vital Prognostic Biomarker in Pancreatic Ductal Adenocarcinoma.	2020	https://europepmc.org/article/MED/32216644	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SDR16C5	MED	33815409	33815409	PMC8015801	10.3389/fimmu.2021.649551	<i>TSPAN1, TMPRSS4, SDR16C5</i>, and <i>CTSE</i> as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation.	2021	https://europepmc.org/article/MED/33815409	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SDR16C5	MED	37360782	37360782	PMC10290281	10.1515/biol-2022-0630	SDR16C5 promotes proliferation and migration and inhibits apoptosis in pancreatic cancer.	2023	https://europepmc.org/article/MED/37360782	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT1	MED	41490602	41490602	PMC12856980	10.1158/2767-9764.crc-25-0278	The Lysine Demethylase KDM4C Is an Oncogenic Driver and Regulates ERK Activity in KRAS-Mutant Pancreatic Ductal Adenocarcinoma.	2026	https://europepmc.org/article/MED/41490602	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT1	MED	41868870	41868870	PMC13004811	10.20524/aog.2026.1036	Association between &lt;i&gt;SIRT1&lt;/i&gt; rs3758391 genetic variant and susceptibility to pancreatic and gastric cancer.	2026	https://europepmc.org/article/MED/41868870	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT1	MED	42295313	42295313		10.7754/clin.lab.2025.250721	CLCA1 Modulates Pancreatic Cancer Proliferation via SIRT1-HIF-1α Pathway.	2026	https://europepmc.org/article/MED/42295313	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT1	MED	42310610	42310610	PMC13508453	10.1186/s12884-026-09456-9	Placenta-derived small extracellular vesicles transfer miR-520d-5p to mediate pancreatic β-cell injury in gestational diabetes mellitus by targeting SIRT1.	2026	https://europepmc.org/article/MED/42310610	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT1	MED	42480678	42480678		10.1016/j.ejphar.2026.179167	Sirtuin 1 deacetylates NCOA4 to suppress ferritinophagy-mediated ferroptosis and ameliorate acute pancreatitis.	2026	https://europepmc.org/article/MED/42480678	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT2	MED	38801625	38801625		10.1007/s00894-024-05988-z	Screening approach by a combination of computational and in vitro experiments: identification of fluvastatin sodium as a potential SIRT2 inhibitor.	2024	https://europepmc.org/article/MED/38801625	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT2	MED	39091056	39091056		10.1002/ptr.8296	Fisetin disrupts mitochondrial homeostasis via superoxide dismutase 2 acetylation in pancreatic adenocarcinoma.	2024	https://europepmc.org/article/MED/39091056	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT2	MED	39682281	39682281	PMC11640239	10.3390/cancers16234095	Sirtuins as Key Regulators in Pancreatic Cancer: Insights into Signaling Mechanisms and Therapeutic Implications.	2024	https://europepmc.org/article/MED/39682281	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT2	MED	41995619	41995619		10.1080/13813455.2026.2657419	Effects of AGK-2 treatment on sirtuin-2, oxidative stress and apoptosis in ageing pancreatic tissue of rats.	2026	https://europepmc.org/article/MED/41995619	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT2	MED	42268459	42268459	PMC13481953	10.1007/s12672-026-05269-6	Identification and Computational validation of ferroptosis suppressor genes as therapeutic targets in pancreatic cancer.	2026	https://europepmc.org/article/MED/42268459	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT3	MED	40298644	40298644	PMC12024224	10.3390/antiox14040403	Sirtuin 3 Protects Lung Adenocarcinoma from Ferroptosis by Deacetylating and Stabilizing Mitochondrial Glutamate Transporter Solute Carrier Family 25 Member A22.	2025	https://europepmc.org/article/MED/40298644	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT3	MED	41349909	41349909		10.1016/j.bcp.2025.117585	Nicotinamide riboside enhances the efficacy of gemcitabine and suppresses PDAC premalignant lesions via SIRT3 activation.	2026	https://europepmc.org/article/MED/41349909	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT3	MED	41391757	41391757	PMC12804135	10.1016/j.jbc.2025.111057	KRAS&lt;sup&gt;G12D&lt;/sup&gt; mutation promotes pancreatic tumorigenesis by suppressing sirtuin three via the guanine nucleotide exchange factor RCC1.	2026	https://europepmc.org/article/MED/41391757	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT3	MED	41656152	41656152		10.1016/j.joim.2026.01.007	Honokiol protects against acute pancreatitis by activating SIRT3 to restore mitochondrial oxidative phosphorylation and alleviate hyperacetylation.	2026	https://europepmc.org/article/MED/41656152	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT3	MED	42166759	42166759		10.1021/acs.jmedchem.6c00430	Dual Metabolic Blockade in Pancreatic Cancer: Potent Anticancer Activity of Mitochondria-Targeted Glycolysis and OXPHOS Inhibitors.	2026	https://europepmc.org/article/MED/42166759	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT4	MED	36209169	36209169	PMC9950374	10.1038/s41418-022-01063-3	Sirtuin 4 activates autophagy and inhibits tumorigenesis by upregulating the p53 signaling pathway.	2023	https://europepmc.org/article/MED/36209169	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT4	MED	37146713	37146713		10.1016/j.bbagrm.2023.194941	Sirtuin4 impacts mitochondrial homeostasis in pancreatic cancer cells by reducing the stability of AlkB homolog 1 via deacetylation of the HRD1-SEL1L complex.	2023	https://europepmc.org/article/MED/37146713	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT4	MED	39682281	39682281	PMC11640239	10.3390/cancers16234095	Sirtuins as Key Regulators in Pancreatic Cancer: Insights into Signaling Mechanisms and Therapeutic Implications.	2024	https://europepmc.org/article/MED/39682281	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT4	MED	40298941	40298941	PMC12120773	10.1002/advs.202412553	SIRT4 Promotes Pancreatic Cancer Stemness by Enhancing Histone Lactylation and Epigenetic Reprogramming Stimulated by Calcium Signaling.	2025	https://europepmc.org/article/MED/40298941	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT4	MED	42717787	42717787		10.4149/gpb_2026026	KRT19 promotes colorectal cancer progression through mTOR pathway via SIRT4.	2026	https://europepmc.org/article/MED/42717787	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT5	MED	30116390	30116390	PMC6090246	10.3892/etm.2018.6301	SIRT5 regulates pancreatic β-cell proliferation and insulin secretion in type 2 diabetes.	2018	https://europepmc.org/article/MED/30116390	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT5	MED	34245764	34245764	PMC8546779	10.1053/j.gastro.2021.06.045	Metabolic Rewiring by Loss of Sirt5 Promotes Kras-Induced Pancreatic Cancer Progression.	2021	https://europepmc.org/article/MED/34245764	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT5	MED	34280390	34280390	PMC8545847	10.1053/j.gastro.2021.07.020	SIRT5's GOT1 up on PDAC.	2021	https://europepmc.org/article/MED/34280390	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT5	MED	39643219	39643219		10.1016/j.bbadis.2024.167613	SIRT5 mediated succinylation of SUCLA2 regulates TCA cycle dysfunction and mitochondrial damage in pancreatic acinar cells in acute pancreatitis.	2025	https://europepmc.org/article/MED/39643219	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT5	MED	39682281	39682281	PMC11640239	10.3390/cancers16234095	Sirtuins as Key Regulators in Pancreatic Cancer: Insights into Signaling Mechanisms and Therapeutic Implications.	2024	https://europepmc.org/article/MED/39682281	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT6	MED	39534285	39534285	PMC11552081	10.3892/etm.2024.12751	[Retracted] SIRT6 promotes ferroptosis and attenuates glycolysis in pancreatic cancer through regulation of the NF‑κB pathway.	2025	https://europepmc.org/article/MED/39534285	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT6	MED	39682281	39682281	PMC11640239	10.3390/cancers16234095	Sirtuins as Key Regulators in Pancreatic Cancer: Insights into Signaling Mechanisms and Therapeutic Implications.	2024	https://europepmc.org/article/MED/39682281	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT6	MED	40839369	40839369	PMC12419459	10.2337/db25-0116	SIRT6 Is a Key Regulator of Pancreatic β-Cell Survival and Function During Aging.	2025	https://europepmc.org/article/MED/40839369	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT6	MED	41998659	41998659	PMC13220487	10.1186/s12964-026-02886-0	SIRT6 cooperates with KDM5C to transcriptionally silence MICAL2 and inhibit tumorigenesis in pancreatic cancer.	2026	https://europepmc.org/article/MED/41998659	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT6	PPR	PPR1307270			10.21203/rs.3.rs-10560703/v1	Nicotinamide Mononucleotide Restores Pancreatic β-Cell Function in Type 2 Diabetes through SIRT6-HIF-1α-Mediated Mitochondrial Stress Adaptation and Glycolytic Reprogramming	2026	https://europepmc.org/article/PPR/PPR1307270	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT7	MED	38316768	38316768	PMC10844636	10.1038/s41389-024-00509-2	DDX3X interacts with SIRT7 to promote PD-L1 expression to facilitate PDAC progression.	2024	https://europepmc.org/article/MED/38316768	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT7	MED	38880736	38880736		10.3760/cma.j.cn112152-20231024-00241	[Effect of SIRT7 on inhibiting the epithelial-mesenchymal transformation in pancreatic cancer cells and related mechanism].	2024	https://europepmc.org/article/MED/38880736	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT7	MED	39682281	39682281	PMC11640239	10.3390/cancers16234095	Sirtuins as Key Regulators in Pancreatic Cancer: Insights into Signaling Mechanisms and Therapeutic Implications.	2024	https://europepmc.org/article/MED/39682281	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT7	MED	41972414	41972414	PMC13335021	10.1002/advs.202519824	Inhibition of SIRT7 Overcomes Radioresistance in Pancreatic Neuroendocrine Tumors by Reactivating MEN1 Expression.	2026	https://europepmc.org/article/MED/41972414	True	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SIRT7	MED	42615387	42615387	PMC13488506	10.1002/advs.77330	"Correction to ""Inhibition of SIRT7 Overcomes Radioresistance in Pancreatic Neuroendocrine Tumors by Reactivating MEN1 Expression""."	2026	https://europepmc.org/article/MED/42615387	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC13A5	MED	35248692	35248692		10.1016/j.ymeth.2022.02.011	A 70‑RNA model based on SVR and RFE for predicting the pancreatic cancer clinical prognosis.	2022	https://europepmc.org/article/MED/35248692	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC13A5	MED	39315179	39315179	PMC11417537	10.1016/j.heliyon.2024.e37917	Anticancer effects of high-dose extracellular citrate treatment in pancreatic cancer cells under different glucose concentrations.	2024	https://europepmc.org/article/MED/39315179	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC13A5	AGR	IND608683396				Anticancer effects of high-dose extracellular citrate treatment in pancreatic cancer cells under different glucose concentrations	2024	https://europepmc.org/article/AGR/IND608683396	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC15A1	MED	20307658	20307658		10.1016/j.ejps.2010.03.010	Inhibition of oligopeptide transporter suppress growth of human pancreatic cancer cells.	2010	https://europepmc.org/article/MED/20307658	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC15A1	MED	30936244	30936244		10.1042/bst20180250	Amino acid transporters in the regulation of insulin secretion and signalling.	2019	https://europepmc.org/article/MED/30936244	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC15A1	MED	41408348	41408348	PMC12822018	10.1186/s40001-025-03681-2	Identification and validation of biomarkers related to mitochondria-associated endoplasmic reticulum membranes in type 2 diabetes mellitus using peripheral blood transcriptomics.	2025	https://europepmc.org/article/MED/41408348	False	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC15A1	ETH	712994				The design and synthesis of drug carrier molecules to improve oral bioavailability via hPepT1	2016	https://europepmc.org/article/ETH/712994	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC16A10	MED	23506875	23506875		10.1016/j.mam.2012.05.003	The SLC16 gene family - structure, role and regulation in health and disease.	2013	https://europepmc.org/article/MED/23506875	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC1A5	MED	40031971	40031971	PMC11875851	10.12122/j.issn.1673-4254.2025.02.08	[SLC1A5 overexpression accelerates progression of hepatocellular carcinoma by promoting M2 polarization of macrophages].	2025	https://europepmc.org/article/MED/40031971	True	False	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC1A5	MED	40041969	40041969	PMC12021039	10.1002/advs.202413439	Extracellular Vesicle-Packaged Linc-ZNF25-1 from Pancreatic Cancer Cell Promotes Pancreatic Stellate Cell Uptake of Asparagine to Advance Chemoresistance.	2025	https://europepmc.org/article/MED/40041969	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC1A5	MED	40158101	40158101	PMC11954220	10.1186/s12935-025-03736-8	The m6A reader IGF2BP2 promotes pancreatic cancer progression through the m6A-SLC1A5-mTORC1 axis.	2025	https://europepmc.org/article/MED/40158101	True	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC1A5	MED	41135873	41135873	PMC13316515	10.1016/j.jare.2025.10.030	KRAS/ACTN4/p65-NR2A axis mediates glutamine-glutamate metabolic coupling between schwann cells and pancreatic cancer promoting perineural invasion.	2026	https://europepmc.org/article/MED/41135873	False	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC1A5	MED	41663153	41663153		10.1136/gutjnl-2025-336323	MTFP1 drives pancreatic cancer liver metastatic colonisation by regulating mitochondrial metabolism reprogramming.	2026	https://europepmc.org/article/MED/41663153	True	True	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC22A15	MED	35479410	35479410	PMC9036131	10.1016/j.isci.2022.104193	EMT alterations in the solute carrier landscape uncover SLC22A10/A15 imposed vulnerabilities in pancreatic cancer.	2022	https://europepmc.org/article/MED/35479410	False	False	True	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
SLC25A1	MED	32692565	32692565		10.1021/acs.jproteome.0c00394	Cell Metabolomics Reveals Berberine-Inhibited Pancreatic Cancer Cell Viability and Metastasis by Regulating Citrate Metabolism.	2020	https://europepmc.org/article/MED/32692565	False	True	False	LOCATED_NOT_VALIDATED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	NOT_REVIEWED	ABSTRACT_RETRIEVED_NOT_MANUALLY_ADJUDICATED
