cancer	cohort	relation_id	metabolite_key	gene	metabolite	n_specimens	er_available_partial_rank_rho	er_available_q	er_primary_q	status	effect_scale	statistics_version	family_n_evaluable	source_url	statistical_unit	availability_mask	work_priority	functional_class	study_ids	functional_annotation_scope	new_statistics_computed
BRCA	BRCA1	KEGG:C00794|SORD	KEGG:C00794	SORD	sorbitol	34.0	-0.020281059723768514	0.9406030120481929	0.09918	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	仅他癌或不适用乳腺癌	S121	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00864|PANK1	KEGG:C00864	PANK1	pantothenate	61.0	0.3037178814047891	0.18105882352941177	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00864|PANK2	KEGG:C00864	PANK2	pantothenate	61.0	-0.03782081070417274	0.8704235294117647	0.8601077922077922	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S075	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C00864|PANK3	KEGG:C00864	PANK3	pantothenate	61.0	0.0062066302390199005	0.9655464705882353	0.9770410714285714	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S076	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C01157|PRODH2	KEGG:C01157	PRODH2	trans-4-hydroxyproline	52.0	0.08814876097096892	0.731196	0.8601077922077922	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S091	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C01179|HPD	KEGG:C01179	HPD	4-hydroxyphenylpyruvate	38.0	0.051307211674657585	0.8704235294117647	0.6469016949152543	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S049	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C01179|TAT	KEGG:C01179	TAT	4-hydroxyphenylpyruvate	38.0	0.04784133736151708	0.8704235294117647	0.5814	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S112	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C01181|BBOX1	KEGG:C01181	BBOX1	deoxycarnitine	60.0	-0.28587508037310483	0.2215875	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S011	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C01835|MGAM	KEGG:C01835	MGAM	maltotriose	42.0	-0.28594228899143187	0.33799787234042555	0.6469016949152543	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	观察性或非基因特异背景	S065	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02838|CRAT	KEGG:C02838	CRAT	octanoylcarnitine (C8)	34.0	0.10520939875897582	0.7394142857142856	0.9350111111111112	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	功能线索待方法/模型核定	S029	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02838|CROT	KEGG:C02838	CROT	octanoylcarnitine (C8)	34.0	-0.21372842515391713	0.49527439024390246	0.4550611764705883	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02862|CRAT	KEGG:C02862	CRAT	butyrylcarnitine	61.0	0.22309521152567965	0.33799787234042555	0.3074711538461538	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	功能线索待方法/模型核定	S029	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02918|AOX1	KEGG:C02918	AOX1	1-methylnicotinamide	61.0	0.07586528314774109	0.7394142857142856	0.7265541984732824	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S005	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02918|NNMT	KEGG:C02918	NNMT	1-methylnicotinamide	61.0	0.3844277473038987	0.053437500000000006	0.0534375	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S066; S067; S068	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02990|CPT1A	KEGG:C02990	CPT1A	palmitoylcarnitine	58.0	0.025931474695335306	0.90694125	0.905332075471698	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S022; S023; S024	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02990|CPT1B	KEGG:C02990	CPT1B	palmitoylcarnitine	58.0	-0.034916623138285655	0.8795677215189873	0.8166146853146853	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	功能线索待方法/模型核定	S025	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C02990|CPT2	KEGG:C02990	CPT2	palmitoylcarnitine	58.0	0.1557812842454022	0.49527439024390246	0.7512847826086956	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S024; S026	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C04006|IMPA1	KEGG:C04006	IMPA1	inositol 1-phosphate (I1P)	56.0	0.16991276825341142	0.49527439024390246	0.515671875	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S051	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C04006|IMPA2	KEGG:C04006	IMPA2	inositol 1-phosphate (I1P)	56.0	0.10648188720101036	0.6912637168141592	0.905332075471698	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S052	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05282|FOLH1	KEGG:C05282	FOLH1	gamma-glutamylglutamate	53.0	-0.09090387185070908	0.7233860655737705	0.7440372262773722	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S037	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05345|GPI	KEGG:C05345	GPI	fructose-6-phosphate	53.0	0.42866819209760915	0.04275	0.0399	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	优先核查	有乳腺癌遗传干预报告	S046	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05345|MPI	KEGG:C05345	MPI	fructose-6-phosphate	53.0	-0.1550544452904724	0.52003	0.6064166666666667	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	特定条件的无效/反向证据	S118	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05345|PFKL	KEGG:C05345	PFKL	fructose-6-phosphate	53.0	0.30421228930940547	0.20597727272727273	0.1382869565217391	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	药物结合遗传靶点检验	S082	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05345|PFKM	KEGG:C05345	PFKM	fructose-6-phosphate	53.0	0.22505680182497337	0.3959823529411765	0.1903064516129032	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	暂挂	本轮未取得适用干预报告		gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C05345|PFKP	KEGG:C05345	PFKP	fructose-6-phosphate	53.0	0.1529474082824951	0.5210999999999999	0.6124221238938053	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	有乳腺癌遗传干预报告	S083; S084	gene-level literature; does not prove mediation by this metabolite	False
BRCA	BRCA1	KEGG:C12270|FOLH1	KEGG:C12270	FOLH1	N-acetyl-aspartyl-glutamate (NAAG)	46.0	-0.023117624759979267	0.9301555555555556	0.9782414201183433	DONE	partial rank correlation after ER adjustment	ER_availability_v3; reused; no recomputation	171	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	author-mapped tumor specimens; independent patient identity not verified	author data-sheet nonmissing; not verified raw detection mask	保留	观察性或非基因特异背景	S037	gene-level literature; does not prove mediation by this metabolite	False
