基因	本轮定位	CAMP直接代谢物及方向	CAMP原未调关联（逐关系）	FUSCC原关联（逐关系）	Tang原关联（逐关系）	Tang可评估性	GSE42568肿瘤减正常log2差	GSE42568 RNA q	既有功能类别（未新增文献审核）	既有功能摘要	既有功能限制	既有细胞背景	本轮逐病例留出	本轮矛盾及缺项	本轮下一步范围	历史工作优先级（未重排）	历史最小工作（非新任务）	功能来源
PFKM	保留原候选池；本轮未专项重评	fructose-6-phosphate(升高)	fructose-6-phosphate: ρ=0.2331; q=0.2101	fructose-6-phosphate: ρ=未测/不可评估; q=未测/不可评估	fructose-6-phosphate: ρ=0.02707; q=0.9778	DONE	0.0631447532986424	0.7770823882652212	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Perivascular; Pal: Perivascular; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	与PFKL/PFKP分开，不共享家族功能结论	NA
PFKP	保留原候选池；本轮未专项重评	fructose-6-phosphate(升高)	fructose-6-phosphate: ρ=0.2096; q=0.2636	fructose-6-phosphate: ρ=未测/不可评估; q=未测/不可评估	fructose-6-phosphate: ρ=0.0406; q=0.9676	DONE	0.5968200642938344	6.978739181085991e-05	有乳腺癌遗传干预报告	S083（2021）：三系增殖/侵袭下降；SK-BR-3和MDA-MB-231迁移下降 | S084（2026）：CD133+干样细胞受PFKP调节、化疗耐受相关	S083：体外跨亚型支持，不等同所有临床亚型依赖 | S084：细胞状态与治疗背景，不可替代一般生存依赖	Wu: Malignant_epithelial; Pal: T_NK_cells; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	常规靶点重复增量有限，只有具体背景再深入	"https://pubmed.ncbi.nlm.nih.gov/34751415/
https://link.springer.com/article/10.1186/s43556-026-00454-z"
PGD	保留原候选池；本轮未专项重评	6-phosphogluconate(升高)	6-phosphogluconate: ρ=0.01769; q=0.9142	6-phosphogluconate: ρ=0.06082; q=0.7277	6-phosphogluconate: ρ=-0.1293; q=0.9112	DONE	-0.0207020881029409	0.6091591945310278	有乳腺癌遗传干预报告	S085（2021）：增殖/球形成下降，周期阻滞/凋亡，葡萄糖耗用下降/谷氨酰胺耗用上升；ROS无明显变化	S085：单一MCF7模型；ROS未增加，不支持把该酶普适定义为氧化应激控制因子；未验证当前CAMP 6PG丰度介导表型。	Wu: Malignant_epithelial; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分6PGD/PGD与G6PD；不默认氧化还原机制	https://www.mdpi.com/2079-7737/10/2/85
PGM3	保留原候选池；本轮未专项重评	N-acetylglucosamine 6-phosphate(升高)	N-acetylglucosamine 6-phosphate: ρ=0.3333; q=0.0693	N-acetylglucosamine 6-phosphate: ρ=-0.1142; q=0.3277	N-acetylglucosamine 6-phosphate: ρ=0.1955; q=0.7793	DONE	-0.4017766075429874	0.2014546486973925	药物结合遗传靶点检验	S116（2018）：FR054抑制生长并诱导凋亡、降低黏附/迁移；shPGM3药敏结果不能改写成单独基因敲除已完成肿瘤控制	S116：部分体外浓度0.5–1mM；药物主导，非全基因敲除机制；临床特异性/安全性未证实	Wu: Fibroblasts; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	先区别基因单独依赖与药物敏感化，不把前药作用归为唯一机制	https://pubmed.ncbi.nlm.nih.gov/29515119/
PMM1	保留原候选池；本轮未专项重评	mannose 6-phosphate(升高)	mannose 6-phosphate: ρ=0.2835; q=0.1368	mannose 6-phosphate: ρ=-0.2171; q=0.009491	mannose 6-phosphate: ρ=-0.07068; q=0.9242	DONE	-1.0373930562115383	0.0018194015999823	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Fibroblasts; Pal: Perivascular; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	不将PMM2/ESR1突变证据转给PMM1	NA
PMM2	保留原候选池；本轮未专项重评	mannose 6-phosphate(升高)	mannose 6-phosphate: ρ=0.323; q=0.08847	mannose 6-phosphate: ρ=-0.08427; q=0.5705	mannose 6-phosphate: ρ=0.1083; q=0.9172	DONE	0.9183111459326928	2.5851705904242232e-05	有乳腺癌遗传干预报告	S086（2024）：ESR1/ERα与FOXA1下降、增殖抑制、部分内分泌/CDK4/6药物再敏感	S086：明确ESR1突变背景；不能外推CAMP未分型队列	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	先核查可获取的突变分层或扰动数据；不重做未分型总体相关	https://pubmed.ncbi.nlm.nih.gov/38266771/
PNP	新增Tang正向线索；两种代谢物分列	guanine(升高); hypoxanthine(升高); inosine(降低)	"guanine: ρ=0.4793; q=0.0171
hypoxanthine: ρ=0.2723; q=0.157
inosine: ρ=-0.1207; q=0.5471"	"guanine: ρ=未测/不可评估; q=未测/不可评估
hypoxanthine: ρ=0.1179; q=0.3122
inosine: ρ=-0.1671; q=0.05551"	"guanine: ρ=0.6707; q=0.07335
hypoxanthine: ρ=0.6872; q=0.0489
inosine: ρ=-0.1053; q=0.9172"	DONE	0.4513470069061087	0.1092647426338435	有乳腺癌遗传干预报告	S087（2026）：PNP沉默诱导HER2上升；联合比单独HER2抑制进一步降低活力	S087：不是PNP单药普遍杀伤；细菌PNP-前药体系不等价	Wu: Endothelial; Pal: Endothelial; 稳定标记: True	"hypoxanthine: 留出范围0.647～0.770；方向保持20/20
guanine: 留出范围0.626～0.756；方向保持20/20"	次黄嘌呤q0.0489、鸟嘌呤q0.07335共享同20例；不能算两次独立验证；既有功能支持存在联合治疗背景限制	列为值得关注；本轮停止于候选讨论，不启动嘌呤机制课题	保留	区分PNP沉默后HER2补偿；不要再把显著代谢物误写为肌苷	https://pubmed.ncbi.nlm.nih.gov/41502507/
PPA1	保留原候选池；本轮未专项重评	phosphate(升高); pyrophosphate (PPi)(升高)	"phosphate: ρ=0.3212; q=0.08977
pyrophosphate (PPi): ρ=-0.1399; q=0.4858"	"phosphate: ρ=未测/不可评估; q=未测/不可评估
pyrophosphate (PPi): ρ=未测/不可评估; q=未测/不可评估"	"phosphate: ρ=0.4932; q=0.2675
pyrophosphate (PPi): ρ=0.2818; q=0.633"	DONE	-0.8661040822697963	0.006291535210338	有乳腺癌遗传干预报告	S088（2021）：增殖/转移表型及Slug-EMT受调节	S088：不能把PI3K通路表型等同CAMP磷酸机制	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	只在直接反应与调控机制有新问题时深入	https://pubmed.ncbi.nlm.nih.gov/34595179/
PPA2	保留原候选池；本轮未专项重评	phosphate(升高); pyrophosphate (PPi)(升高)	"phosphate: ρ=0.1848; q=0.3343
pyrophosphate (PPi): ρ=0.1427; q=0.4856"	"phosphate: ρ=未测/不可评估; q=未测/不可评估
pyrophosphate (PPi): ρ=未测/不可评估; q=未测/不可评估"	"phosphate: ρ=-0.4316; q=0.4179
pyrophosphate (PPi): ρ=-0.1492; q=0.879"	DONE	-0.3144088819383492	0.2641107307866694	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	与胞质PPA1及线粒体区室分开	NA
PRODH	保留原候选池；本轮未专项重评	proline(升高)	proline: ρ=-0.02856; q=0.8987	proline: ρ=-0.004577; q=1	proline: ρ=0.02707; q=0.9778	DONE	NA	NA	功能线索待方法/模型核定	S089（2017）：3D生长、肺转移形成受抑 | S090（2022）：PRODH升高与ROS依赖凋亡相关	S089：3D与2D/原发瘤终点不同；不能据动物观察声称临床安全 | S090：多靶点药物，高浓度；不是PRODH过表达单独因果结论	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	先核实2017遗传/药物方法，比较2D/3D及营养条件	"https://pubmed.ncbi.nlm.nih.gov/28492237/
https://pubmed.ncbi.nlm.nih.gov/35163433/"
PRODH2	保留原候选池；本轮未专项重评	trans-4-hydroxyproline(升高)	trans-4-hydroxyproline: ρ=0.03222; q=0.8839	trans-4-hydroxyproline: ρ=未测/不可评估; q=未测/不可评估	trans-4-hydroxyproline: ρ=未测/不可评估; q=未测/不可评估	NOT_EVALUABLE	-0.0905216476552608	0.3553682941354921	有乳腺癌遗传干预报告	S091（2025）：骨定植/破骨分化/铁死亡抵抗受调节；低附着存活未见同样差异	S091：非一般原发瘤结论；Hyp变化与骨吸收反馈，不能用单一消费箭头解释	Wu: Myeloid; Pal: B_cells; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	查独立骨转移患者/公开扰动支持；不照搬已发表SLC7A11/IL8机制	https://pubmed.ncbi.nlm.nih.gov/40749014/
PYCR1	保留原候选池；本轮未专项重评	proline(升高)	proline: ρ=0.3169; q=0.09668	proline: ρ=-0.01311; q=1	proline: ρ=0.3835; q=0.5208	DONE	1.216788928488688	8.70118968599101e-06	有乳腺癌遗传干预报告	S092（2022）：减少胶原、体内肿瘤生长和转移；CAF本身增殖未见相应明显下降 | S093（2023）：抑制应激相关肿瘤生长和干性	S092：癌细胞单培养依赖不能评估这一基质机制 | S093：特定应激背景；与CAF论文机制不可合并	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	用细胞来源决定解释，癌细胞单培养阴性不能否定CAF作用	"https://pubmed.ncbi.nlm.nih.gov/35760868/
https://pubmed.ncbi.nlm.nih.gov/37845207/"
PYCR2	保留原候选池；本轮未专项重评	proline(升高)	proline: ρ=-0.0542; q=0.8288	proline: ρ=-0.01611; q=1	proline: ρ=0.1248; q=0.9172	DONE	NA	NA	有乳腺癌遗传干预报告	S094（2024）：侵袭/转移能力降低	S094：不能把AKT表型直接认定脯氨酸介导	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	补具体模型与脯氨酸读数，避免仅AKT关联代替代谢机制	https://pubmed.ncbi.nlm.nih.gov/38101533/
PYCR3	保留原候选池；本轮未专项重评	proline(升高)	proline: ρ=0.2101; q=0.2637	proline: ρ=-0.03021; q=1	proline: ρ=0.3098; q=0.5935	DONE	1.1653776712550905	1.2416343018087711e-09	有乳腺癌遗传干预报告	S095（2024）：增殖及多柔比星耐药降低，凋亡增加	S095：本文观察线粒体定位；总RNA/家族注释不能代替机制	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	先查干预公开数据和蛋白定位；与PYCR1/2分别判断	https://pubmed.ncbi.nlm.nih.gov/38642827/
RBKS	保留原候选池；本轮未专项重评	ribose(升高)	ribose: ρ=-0.1404; q=0.4895	ribose: ρ=0.01411; q=1	ribose: ρ=-0.5143; q=0.2375	DONE	0.2442743280709836	0.2014546486973925	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Myeloid; Pal: Myeloid; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	核糖补充/核苷酸通路不等于RBKS作用	NA
RFK	保留原候选池；本轮未专项重评	riboflavin (Vitamin B2)(升高)	riboflavin (Vitamin B2): ρ=0.1835; q=0.3291	riboflavin (Vitamin B2): ρ=未测/不可评估; q=未测/不可评估	riboflavin (Vitamin B2): ρ=未测/不可评估; q=未测/不可评估	NOT_EVALUABLE	-0.2156265637160634	0.1534499974017391	一手访问受阻的预印本线索	S122（2025）：仅登记相关预印本线索，不计入已核实遗传功能支持	S122：预印本、非同行评议确认；本轮一手页面访问失败；不升级为已验证功能	Wu: Endothelial; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	先取得一手全文/发表状态，当前不计为已核实遗传功能	https://www.researchsquare.com/article/rs-7709970/v1
SHMT1	保留原候选池；本轮未专项重评	glycine(升高); serine(升高)	"glycine: ρ=-0.292; q=0.1342
serine: ρ=-0.1637; q=0.4045"	"glycine: ρ=-0.0887; q=0.5123
serine: ρ=-0.09027; q=0.5073"	"glycine: ρ=0.05263; q=0.9491
serine: ρ=-0.007519; q=0.994"	DONE	-0.1161181291258479	0.2179550176040739	功能线索待方法/模型核定	S096（2025）：肿瘤生长及抗氧化表型改变	S096：摘要不足以确认SHMT1独立遗传干预终点	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	明确SHMT1构建和终点，别转用SHMT2功能	https://pubmed.ncbi.nlm.nih.gov/41267037/
SHMT2	保留原候选池；本轮未专项重评	glycine(升高); serine(升高)	"glycine: ρ=0.1842; q=0.3291
serine: ρ=-0.1078; q=0.5743"	"glycine: ρ=-0.07804; q=0.6033
serine: ρ=-0.0656; q=0.6933"	"glycine: ρ=0.588; q=0.1487
serine: ρ=0.5414; q=0.2094"	DONE	0.9549315623670812	0.000119524498786	有乳腺癌遗传干预报告	S097（2022）：体内外生长受调节；MAPK/VEGF相关 | S098（2026）：线粒体障碍/铁死亡、抗肿瘤活性	S097：相关通路不等同酶催化机制 | S098：药物主导；基因救援细节待全文，不作为临床有效性	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分单碳催化、MAPK/VEGF和药物铁死亡，核查代谢介导	"https://pubmed.ncbi.nlm.nih.gov/35968337/
https://pubmed.ncbi.nlm.nih.gov/42378651/"
SLC6A6	保留原候选池；本轮未专项重评	taurine(升高)	taurine: ρ=0.1716; q=0.3814	taurine: ρ=0.07852; q=0.6033	taurine: ρ=0.3519; q=0.5208	DONE	-0.0108895862381221	0.5999985523850836	有乳腺癌遗传干预报告	S099（2026）：敲低抑制增殖；过表达促进生长、降低凋亡	S099：补充了旧摘要仅过表达的认识；还存在非转运功能，不能归于唯一牛磺酸机制	Wu: Fibroblasts; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	牛磺酸转运和Rprd1b非转运功能分开；不称全新代谢轴	https://www.mdpi.com/2073-4409/15/2/207
SLC6A8	保留既有支持；新增Tang不精确结果	creatine(降低)	creatine: ρ=0.1856; q=0.3343	creatine: ρ=0.2514; q=0.007457	creatine: ρ=0.382; q=0.5208	DONE	0.2731253691809963	0.2787582186942406	功能线索待方法/模型核定	S100（2021）：肌酸积累支持存活/抗凋亡，AKT/ERK及抗氧化改变	S100：特定缺氧背景；不能外推所有乳腺癌	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	肌酸在Tang正向但不显著；功能背景和转运体特异性需要区分	保留候选，按既有适用模型讨论；本轮不补新机制	优先核查	先补方法和营养条件，不把肌酸补充等同转运体单独作用	https://doi.org/10.1186/s13046-021-01933-7
SLC7A11	保留原候选池；本轮未专项重评	glutamate(升高); cystine(升高)	"glutamate: ρ=0.3713; q=0.04664
cystine: ρ=0.2483; q=0.1957"	"glutamate: ρ=-0.1237; q=0.2577
cystine: ρ=-0.2795; q=0.00348"	"glutamate: ρ=-0.1534; q=0.879
cystine: ρ=-0.2082; q=0.779"	DONE	-0.0700619164383486	0.6996392405201998	有乳腺癌遗传干预报告	S101（2022）：增强放射诱导铁死亡 | S102（2025）：抑制生长/克隆；过表达减弱ER阻断效应；铁死亡与内分泌敏感性相关 | S103（2019）：推迟疼痛行为；RNA-seq记录反应	S101：治疗依赖；不能作为未治疗普遍依赖 | S102：SLC7A11与重链SLC3A2角色不同；不等于CAMP组织谷氨酸直接通量 | S103：疼痛终点不是证明缩瘤；公开扰动转录组可作为后续资源	Wu: Malignant_epithelial; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	对应CAMP的是谷氨酸关联；公开xCT扰动可用但不等于缩瘤	"https://pubmed.ncbi.nlm.nih.gov/35252218/
https://pubmed.ncbi.nlm.nih.gov/39833180/
https://pubmed.ncbi.nlm.nih.gov/30799686/"
SOAT1	保留原候选池；本轮未专项重评	cholesterol(降低)	cholesterol: ρ=0.1415; q=0.4856	cholesterol: ρ=未测/不可评估; q=未测/不可评估	cholesterol: ρ=0.3669; q=0.5208	DONE	-0.1930173882771493	0.4314441794619622	有乳腺癌遗传干预报告	S104（2025）：克隆/侵袭降低；体内肿瘤生长减少 | S105（2025）：增殖/迁移下降、周期阻滞、体内生长下降	S104：限定FGFR背景；不能直接代表CAMP全部BRCA | S105：基因与药物证据分开；ER应激不是雌激素受体ER	Wu: Myeloid; Pal: Myeloid; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	区分游离胆固醇、胆固醇酯和药物；有特定背景再深入	"https://pubmed.ncbi.nlm.nih.gov/40665359/
https://doi.org/10.1002/VIW.20240083"
SOAT2	保留原候选池；本轮未专项重评	cholesterol(降低)	cholesterol: ρ=-0.319; q=0.09234	cholesterol: ρ=未测/不可评估; q=未测/不可评估	cholesterol: ρ=0.1977; q=0.7793	DONE	0.0922083674389138	0.0083689241652424	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Fibroblasts; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	不能借SOAT1结果，也不能混淆旧称ACAT2的另一基因	NA
SORD	保留原候选池；本轮未专项重评	fructose(升高); sorbitol(升高)	"fructose: ρ=0.3954; q=0.04275
sorbitol: ρ=0.335; q=0.0693"	"fructose: ρ=0.08535; q=0.5552
sorbitol: ρ=未测/不可评估; q=未测/不可评估"	"fructose: ρ=0.1008; q=0.9233
sorbitol: ρ=0.01053; q=0.9906"	DONE	2.328101407433824	1.5891173828963364e-05	仅他癌或不适用乳腺癌	S121（2025）：保留跨癌线索；不作为乳腺癌直接功能支持	S121：研究对象不适用本轮BRCA功能确认	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	保留候选，但暂不扩展BRCA靶点故事，先取得适用功能证据	https://pmc.ncbi.nlm.nih.gov/articles/PMC12552132/
SPHK1	保留原候选池；本轮未专项重评	sphingosine(升高)	sphingosine: ρ=0.2374; q=0.2101	sphingosine: ρ=-0.08682; q=0.5302	sphingosine: ρ=-0.1038; q=0.9172	DONE	1.7590264216210416	0.0001490348938684	有干预但情境/方向分歧	S106（2019）：敲低减少自发肺转移/迁移侵袭；所测三系体外增殖无显著改变 | S107（2020）：敲低增殖下降/凋亡上升；过表达提高球形成	S106：MDA-MB-435身份/谱系需独立核查；不依赖此系单独作BRCA结论；不能称普遍抗增殖 | S107：与2019增殖无效结果不同，可能与模型/培养条件有关	Wu: Fibroblasts; Pal: Fibroblasts; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	保留2019增殖无效/2020增殖有效对照，避免依赖MDA-MB-435单独结论	"https://aacrjournals.org/cancerres/article/79/16/4211/638205/Sphingosine-Kinase-1-Signaling-Promotes-Metastasis
https://pubmed.ncbi.nlm.nih.gov/32260399/"
SPHK2	保留原候选池；本轮未专项重评	sphingosine(升高)	sphingosine: ρ=-0.287; q=0.1315	sphingosine: ρ=-0.0106; q=1	sphingosine: ρ=-0.2872; q=0.633	DONE	0.1535621814128953	0.0008729324186753	有乳腺癌遗传干预报告	S108（2023）：抑制促肿瘤CAF状态及肿瘤生长 | S109（2007）：p21与G2/M阻滞下降，但药物诱导凋亡增强	S108：宿主/基质效应，不是肿瘤细胞单培养依赖 | S109：细胞静止和凋亡不是同一终点；HCT116不是乳腺癌	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	先分细胞区室，不把全部效应归为肿瘤细胞酶依赖	"https://aacrjournals.org/cancerres/article/83/4/553/716438/Sphingosine-Kinase-2-in-Stromal-Fibroblasts
https://pubmed.ncbi.nlm.nih.gov/17974990/"
SQLE	保留原候选池；本轮未专项重评	squalene(降低)	squalene: ρ=0.03983; q=0.8638	squalene: ρ=未测/不可评估; q=未测/不可评估	squalene: ρ=未测/不可评估; q=未测/不可评估	NOT_EVALUABLE	2.212851038258484	2.264359111314148e-10	有乳腺癌遗传干预报告	S110（2018）：SQLE敲低模拟生长抑制，回补逆转 | S111（2016）：表达阳性模型生长受抑，低表达背景不出现同样效应	S110：未证明CAMP角鲨烯丰度介导 | S111：保留旧版原始文献核查限定；不声称本轮全文重读	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: True	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	保留	不因角鲨烯↓/SQLE↑就证明通量；寻找新背景而非重复靶点	"https://pubmed.ncbi.nlm.nih.gov/29765154/
https://www.nature.com/articles/srep19435"
TAT	保留原候选池；本轮未专项重评	glutamate(升高); tyrosine(降低); 4-hydroxyphenylpyruvate(升高)	"glutamate: ρ=-0.2255; q=0.222
tyrosine: ρ=0.04659; q=0.8569
4-hydroxyphenylpyruvate: ρ=-0.086; q=0.6893"	"glutamate: ρ=0.09349; q=0.4994
tyrosine: ρ=-0.03196; q=1
4-hydroxyphenylpyruvate: ρ=未测/不可评估; q=未测/不可评估"	"glutamate: ρ=-0.2331; q=0.7302
tyrosine: ρ=-0.003008; q=0.994
4-hydroxyphenylpyruvate: ρ=-0.3606; q=0.5208"	DONE	-0.1845496400243216	0.4885743933641298	功能线索待方法/模型核定	S112（2024）：TAT上调伴生长抑制，周期/DNA修复改变	S112：需确认TAT独立构建；diazinon为有毒化学物不可当临床推荐；原文亦承认验证不足	Wu: Nonmalignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	逐图核查直接遗传证据；不把有毒diazinon当可用治疗	https://www.mdpi.com/2218-273X/14/9/1088
UPB1	保留原候选池；本轮未专项重评	beta-alanine(升高)	beta-alanine: ρ=-0.2249; q=0.2187	beta-alanine: ρ=0.05745; q=0.7713	beta-alanine: ρ=0.1519; q=0.879	DONE	-0.1401758888631223	0.1962424391795668	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Endothelial; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	保留β-丙氨酸关系，不用风险签名代替功能	NA
UPP1	保留原候选池；本轮未专项重评	uracil(升高)	uracil: ρ=0.1171; q=0.5494	uracil: ρ=0.1295; q=0.2273	uracil: ρ=0.3774; q=0.5208	DONE	-0.1089280842409508	0.699954071535731	有乳腺癌遗传干预报告	S113（2025）：肺T细胞增加、纤维连接蛋白减少、肺转移发生比例降低	S113：主要来源中性粒细胞；bulk癌组织RNA不必强相关；无新CAMP因果验证	Wu: Endothelial; Pal: Endothelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	优先核查	优先研究细胞来源和独立患者背景；不受q门槛排除，也不宣称首次机制	https://pubmed.ncbi.nlm.nih.gov/40702342/
UPP2	保留原候选池；本轮未专项重评	uracil(升高)	uracil: ρ=-0.3243; q=0.08006	uracil: ρ=0.024; q=1	uracil: ρ=-0.6281; q=0.09128	DONE	-0.0413489509835973	0.4235181435743975	本轮未取得适用干预报告	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。	有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	Wu: Malignant_epithelial; Pal: Malignant_epithelial; 稳定标记: False	本轮未安排；不是阴性	新队列未显著或缺测不作淘汰；患者关联、RNA背景、功能和细胞来源分层保留	沿用既有适用证据安排，不新增统一显著性门槛	暂挂	UPP1功能不得转移给UPP2；保留尿嘧啶关系	NA
