gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics	Wu2021__source_status	Wu2021__reason	Wu2021__display_top	Wu2021__mechanical_top	Wu2021__top_n	Wu2021__top_detection	Wu2021__bootstrap	Pal2021_reprocessed__source_status	Pal2021_reprocessed__reason	Pal2021_reprocessed__display_top	Pal2021_reprocessed__mechanical_top	Pal2021_reprocessed__top_n	Pal2021_reprocessed__top_detection	Pal2021_reprocessed__bootstrap
NNMT	True	False	3	DONE	45.0	-0.4072852370498553	0.0020779891926665	0.004881625404994318	15.0	30.0	FDR_SUPPORTED	3	2	1	Fibroblasts	Fibroblasts	Fibroblasts	1-MNA患者线索需结合成纤维背景讨论。	组成调整后关联减弱；不能说已证明细胞比例导致，也不能把表达来源当代谢物来源。	保留跨细胞背景问题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Fibroblasts	Fibroblasts	23	0.7261004994697219	1.0	DONE	NA	Fibroblasts	Fibroblasts	30	0.6088995647616221	1.0
NPL	True	False	1	DONE	45.0	0.6185204992916522	5.460022238658147e-05	0.00021265349771615942	37.0	8.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.2844291527985105	1.0	DONE	NA	Myeloid	Myeloid	30	0.18663047700333632	1.0
NT5C2	True	False	2	DONE	45.0	0.09151662938165757	0.15514519264305035	0.22734147040763814	26.0	19.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Endothelial	Malignant_epithelial	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Myeloid	Myeloid	26	0.1333739435694144	0.776	DONE		Endothelial	Endothelial	23	0.06896657521635786	0.941
OAT	True	False	2	DONE	45.0	0.1691926286784821	0.0633945847522418	0.10661816526513393	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.6293088039029497	0.988	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.37393952229495553	0.999
ODC1	True	False	2	DONE	45.0	-0.038439680245057	0.7479477152334435	0.8216380429596449	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	B_cells	B_cells	T_NK_cells	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	B_cells	B_cells	20	0.23909605048100052	0.823	DONE	NA	B_cells	B_cells	14	0.13581776388600084	0.985
OTC	True	False	2	DONE	45.0	-0.0247459098669037	0.3640338071782975	0.44897502885323354	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	NA	NA	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	24	0.003938575616220473	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Endothelial	23	0.00031055900621118014	NA
PAH	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	NA	NA	NA	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	20	0.005686607774275352	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.001400405269250877	NA
PANK1	True	False	1	DONE	45.0	0.1235070844622964	0.0141210802598124	0.0282421605196248	28.0	17.0	FDR_SUPPORTED	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.036524382132745684	0.345	DONE	NA	Perivascular	Perivascular	15	0.020711502496492354	0.865
PANK2	True	False	1	DONE	45.0	0.2585838494574605	0.0017504462210441	0.004317767345242113	33.0	12.0	FDR_SUPPORTED	1	0	0	Endothelial	Endothelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.23062644652845976	0.443	DONE	NA	Myeloid	Myeloid	30	0.08136391290162522	0.368
PANK3	True	False	1	DONE	45.0	0.077430472699723	0.2003872181245781	0.2879350318683258	27.0	18.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Malignant_epithelial	Endothelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.21570853662580441	0.816	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2033998802612221	0.985
PCYT1A	True	False	1	DONE	45.0	0.0007244955097924	0.991387435405644	0.991387435405644	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.12231150316964283	0.854	DONE	NA	Endothelial	Endothelial	23	0.09327181623835774	0.934
PCYT1B	True	False	1	DONE	45.0	-0.0437298928685662	0.2805497985260324	0.3707265194808285	19.0	26.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	NA	NA	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Nonmalignant_epithelial	10	0.005182984123908408	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Fibroblasts	30	0.000981351263564329	NA
PCYT2	True	False	1	DONE	45.0	-0.0527928361028652	0.5229951908817991	0.6000254903140021	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	1	1	1	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.24641499391233546	0.998	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.11297084774900562	0.997
PEPD	True	False	3	DONE	45.0	-0.2220783571170305	0.0074218923505735	0.015470986871618	16.0	29.0	FDR_SUPPORTED	3	0	0	Myeloid	Myeloid	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Myeloid	Myeloid	26	0.3122209279984801	0.933	DONE	NA	Myeloid	Myeloid	30	0.15632231468112964	0.608
PFKL	True	False	1	DONE	45.0	0.2421776834224296	2.911785170531779e-05	0.00011970672367741757	33.0	12.0	FDR_SUPPORTED	1	1	0	Endothelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.40686565317605855	0.608	DONE	NA	Myeloid	Myeloid	30	0.1885598549054193	0.538
PFKM	True	False	1	DONE	45.0	0.1527626994192182	0.0054256403627176	0.011984996622122459	28.0	17.0	FDR_SUPPORTED	1	0	0	Fibroblasts	Fibroblasts	Perivascular	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Perivascular	Perivascular	24	0.10589211980019042	0.702	DONE	NA	Perivascular	Perivascular	15	0.046640541568278605	0.867
PFKP	True	False	1	DONE	45.0	0.3286132554790875	0.0066878793893575	0.014140087851784429	30.0	15.0	FDR_SUPPORTED	1	0	0	Endothelial	T_NK_cells	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.18368946883836457	0.573	DONE	NA	T_NK_cells	T_NK_cells	24	0.047517784037688894	0.244
PGD	True	False	1	DONE	45.0	-0.1252895205975278	0.2629719694986876	0.3506292926649168	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Myeloid	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.39951490685339636	0.471	DONE	NA	Myeloid	Myeloid	30	0.17221112335056893	1.0
PGM3	True	False	1	DONE	45.0	0.1305278487481452	0.1803450485560236	0.2616771292773676	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Fibroblasts	Fibroblasts	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Fibroblasts	Fibroblasts	23	0.20149013012593106	0.822	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.12961584547551078	0.541
PMM1	True	False	1	DONE	45.0	-0.0478631198847785	0.4826483086585157	0.5669202355671454	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Nonmalignant_epithelial	Perivascular	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Fibroblasts	Fibroblasts	23	0.20795305887697374	0.777	DONE	NA	Perivascular	Perivascular	15	0.13008723101028835	1.0
PMM2	True	False	1	DONE	45.0	0.3671967424629299	8.366767728116999e-07	5.159506765672149e-06	34.0	11.0	FDR_SUPPORTED	1	1	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.27886965433393973	0.998	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.0903482211741804	0.72
PNP	True	False	3	DONE	45.0	0.2501597841576832	0.0453144278863574	0.07890041561389288	29.0	16.0	NOMINAL_P_ONLY	3	2	1	Endothelial	Endothelial	Endothelial	次黄嘌呤和鸟嘌呤关系分别保留正向线索。	同队列两代谢物不是独立验证；新版q变化不是新实验否定。	保留效应、区间与全部q版本。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Endothelial	Endothelial	24	0.4701804152643045	1.0	DONE	NA	Endothelial	Endothelial	23	0.23696620764224768	1.0
PPA1	True	False	2	DONE	45.0	-0.2739840990158226	0.0003804997025881	0.0011981692762348683	14.0	31.0	FDR_SUPPORTED	2	1	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.7787163738094366	0.939	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.5227203495589017	1.0
PPA2	True	False	2	DONE	45.0	0.1077512230189646	0.0246164377976818	0.04670811274431932	29.0	16.0	FDR_SUPPORTED	2	0	0	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Nonmalignant_epithelial	Nonmalignant_epithelial	10	0.48305794540078734	0.733	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.26306284127240026	1.0
PRODH	True	False	1	DONE	45.0	0.1115793871895129	0.2312398014355661	0.3228631189855074	21.0	24.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	NA	Malignant_epithelial	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.0219370942659773	0.89	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Malignant_epithelial	33	0.004061031693209193	NA
PRODH2	True	False	1	DONE	45.0	-0.0005719628538208	0.9797952476924204	0.9871033518269847	23.0	22.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	NA	NA	NA	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	Myeloid	26	0.0005134209205190416	NA	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	暂不可定位	B_cells	14	0.0	NA
PTGS1	True	False	1	DONE	45.0	0.31040612374476395	0.0007142767410172918	0.0019945841069916826	30.0	15.0	FDR_SUPPORTED	1	0	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Myeloid	Myeloid	26	0.21096741751394085	1.0	DONE		Mast_cells	Mast_cells	12	0.1933057391944674	1.0
PTGS2	True	False	1	DONE	45.0	-0.9771565428201244	4.054161324285643e-06	2.0690202620492247e-05	11.0	34.0	FDR_SUPPORTED	1	1	0	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Myeloid	Myeloid	26	0.18972076402976257	1.0	DONE		Mast_cells	Mast_cells	12	0.15820293001024546	1.0
PUDP	True	False	1	DONE	45.0	0.12440617624826589	0.005958895617027621	0.012969361048824821	28.0	17.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE		Malignant_epithelial	Malignant_epithelial	20	0.12579829809288395	0.94	DONE		Myeloid	Myeloid	30	0.03685052907964762	0.773
PYCR1	True	False	1	DONE	45.0	0.7332117350172779	9.329622542576029e-09	9.86274383072323e-08	37.0	8.0	FDR_SUPPORTED	1	1	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	已有恶性上皮表达背景及CAF功能文献，作为限定专题。	最高表达不是唯一功能细胞；既有论文端点摘录不是新独立验证。	已有专题收束，需新问题再深入。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	DONE	NA	Malignant_epithelial	Malignant_epithelial	20	0.5434593493820177	1.0	DONE	NA	Malignant_epithelial	Malignant_epithelial	33	0.2760125648536717	1.0
